City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
0,Luanda,AO,-8.8368,13.2343,77.0,88,75,10.36,broken clouds
1,Albany,US,42.6001,-73.9662,48.38,94,80,2.35,broken clouds
2,Kenai,US,60.5544,-151.2583,24.15,96,90,3.44,light snow
3,Assiniboia,CA,49.6334,-105.9845,-16.69,63,65,13.8,broken clouds
4,Vaini,TO,-21.2,-175.2,77.16,100,90,13.8,moderate rain
5,Praia,CV,14.9215,-23.5087,75.74,60,0,13.8,clear sky
6,Port Alfred,ZA,-33.5906,26.891,68.61,84,71,19.39,broken clouds
7,Hilo,US,19.7297,-155.09,77.61,93,90,3.44,light rain
8,Cape Town,ZA,-33.9258,18.4232,63.01,73,20,1.01,few clouds
9,Nuuk,GL,64.1835,-51.7216,21.81,73,90,11.5,overcast clouds
10,Puerto Baquerizo Moreno,EC,-0.9,-89.6,76.19,78,75,13.8,broken clouds
11,Jamestown,US,42.097,-79.2353,48.02,55,40,1.01,scattered clouds
12,Ushuaia,AR,-54.8,-68.3,46.06,57,40,29.93,light rain
13,Upernavik,GL,72.7868,-56.1549,5.65,75,100,2.95,overcast clouds
14,Mahon,ES,39.8885,4.2658,54.16,100,90,6.91,fog
15,Khatanga,RU,71.9667,102.5,-37.64,96,100,3.6,overcast clouds
16,Cabedelo,BR,-6.9811,-34.8339,83.07,71,52,12.08,broken clouds
17,Alofi,NU,-19.0595,-169.9187,80.49,83,100,8.05,light rain
18,Mto Wa Mbu,TZ,-3.35,35.85,69.82,79,65,5.19,broken clouds
19,Rikitea,PF,-23.1203,-134.9692,77.76,73,18,12.1,light rain
20,Georgetown,MY,5.4112,100.3354,80.53,85,20,5.99,few clouds
21,Fortuna,US,40.5982,-124.1573,49.42,87,75,1.99,broken clouds
22,Sukhobuzimskoye,RU,56.5,93.2728,8.24,91,100,7.36,overcast clouds
23,Kapaa,US,22.0752,-159.319,77.47,85,75,1.99,light rain
24,Klaksvik,FO,62.2266,-6.589,40.12,66,100,20.18,overcast clouds
25,Vao,NC,-22.6667,167.4833,77.23,72,100,20.38,overcast clouds
26,Angoche,MZ,-16.2325,39.9086,79.88,81,37,5.84,scattered clouds
27,Svetlogorsk,BY,52.6333,29.7333,34.09,99,100,5.88,moderate rain
28,Hammerfest,NO,70.6634,23.6821,27.05,63,20,11.5,light snow
29,Hokitika,NZ,-42.7167,170.9667,63.46,70,40,4.81,scattered clouds
30,Garden City,US,42.3256,-83.331,44.55,81,90,4.61,haze
31,Thompson,CA,55.7435,-97.8558,-9.24,77,75,13.8,broken clouds
32,Zaysan,KZ,47.4667,84.8667,2.97,90,100,2.51,overcast clouds
33,Flinders,AU,-34.5833,150.8552,77.05,74,43,7.0,scattered clouds
34,Carlisle,US,40.2015,-77.1889,55.35,83,97,5.08,overcast clouds
35,Lebu,CL,-37.6167,-73.65,60.84,76,1,10.29,clear sky
36,Grove City,US,39.8815,-83.093,55.65,88,90,1.01,overcast clouds
37,Cherskiy,RU,68.75,161.3,-22.52,97,98,2.01,overcast clouds
38,Qaanaaq,GL,77.484,-69.3632,-1.71,65,94,7.27,overcast clouds
39,Xuddur,SO,4.1213,43.8894,69.26,66,23,12.03,few clouds
40,Kortkeros,RU,61.8106,51.5806,14.18,93,100,8.97,overcast clouds
41,Punta Arenas,CL,-53.15,-70.9167,51.91,46,40,21.85,scattered clouds
42,Mataura,NZ,-46.1927,168.8643,58.48,80,100,3.6,overcast clouds
43,Tura,IN,25.5198,90.2201,55.63,73,95,3.78,overcast clouds
44,Hasaki,JP,35.7333,140.8333,32.4,41,0,28.88,clear sky
45,Rocha,UY,-34.4833,-54.3333,75.34,67,47,10.33,scattered clouds
46,Hermanus,ZA,-34.4187,19.2345,60.91,80,96,14.88,overcast clouds
47,Rio Gallegos,AR,-51.6226,-69.2181,57.25,24,20,32.21,few clouds
48,Saint-Philippe,RE,-21.3585,55.7679,74.79,78,70,10.6,broken clouds
49,Bluff,NZ,-46.6,168.3333,58.8,81,94,7.78,overcast clouds
50,Airai,TL,-8.9266,125.4092,61.41,89,90,0.94,overcast clouds
51,Lorengau,PG,-2.0226,147.2712,81.68,78,100,3.29,overcast clouds
52,Atuona,PF,-9.8,-139.0333,78.12,77,7,15.01,light rain
53,Walvis Bay,NA,-22.9575,14.5053,62.1,82,0,5.75,clear sky
54,Bredasdorp,ZA,-34.5322,20.0403,60.28,82,78,8.05,broken clouds
55,Mazara Del Vallo,IT,37.6641,12.588,57.15,81,0,9.55,clear sky
56,Pitimbu,BR,-7.4706,-34.8086,82.99,72,39,11.79,scattered clouds
57,Nanortalik,GL,60.1432,-45.2371,20.32,58,20,7.94,few clouds
58,Yellowknife,CA,62.456,-114.3525,-28.71,81,20,5.75,few clouds
59,Sarangani,PH,5.4033,125.4636,81.1,78,100,27.96,light rain
60,Seoul,KR,37.5683,126.9778,18.84,72,0,2.3,clear sky
61,Cabo San Lucas,MX,22.8909,-109.9124,79.9,77,75,8.99,broken clouds
62,Ponta Do Sol,PT,32.6667,-17.1,71.13,42,85,3.8,overcast clouds
63,Poitiers,FR,46.5833,0.3333,49.24,58,80,4.61,mist
64,Souillac,MU,-20.5167,57.5167,75.58,78,40,3.44,scattered clouds
65,Kaitangata,NZ,-46.2817,169.8464,62.92,70,100,2.42,overcast clouds
66,Butaritari,KI,3.0707,172.7902,80.8,76,99,6.69,light rain
67,Esperance,AU,-33.8667,121.9,62.44,67,100,12.01,overcast clouds
68,Helena,US,46.5927,-112.0361,5.18,63,99,1.99,overcast clouds
69,Tottori,JP,35.5,134.2333,41.07,60,75,26.46,broken clouds
70,Necochea,AR,-38.5473,-58.7368,80.04,42,13,13.62,few clouds
71,Kavieng,PG,-2.5744,150.7967,83.17,73,100,2.91,overcast clouds
72,Grindavik,IS,63.8424,-22.4338,36.07,75,90,23.02,overcast clouds
73,Las Vegas,US,36.175,-115.1372,58.26,49,75,8.05,broken clouds
74,Shelburne,CA,44.0787,-80.2041,39.56,98,97,4.41,overcast clouds
75,Narsaq,GL,60.9167,-46.05,14.22,56,78,8.12,broken clouds
76,Los Llanos De Aridane,ES,28.6585,-17.9182,67.75,40,0,11.01,clear sky
77,Mar Del Plata,AR,-38.0023,-57.5575,75.22,92,5,21.99,clear sky
78,Mikkeli,FI,61.6886,27.2723,26.71,80,90,8.05,overcast clouds
79,Bima,ID,-8.4667,118.7167,76.59,92,100,1.01,overcast clouds
80,Aklavik,CA,68.2191,-135.0107,-31.97,67,75,2.3,broken clouds
81,Woodward,US,36.4337,-99.3904,65.97,26,1,18.41,clear sky
82,Paamiut,GL,61.994,-49.6678,13.35,69,93,8.03,overcast clouds
83,Winsum,NL,53.33,6.5208,54.18,95,77,15.97,broken clouds
84,Virginia Beach,US,36.8529,-75.978,59.22,94,90,6.91,overcast clouds
85,New Norfolk,AU,-42.7826,147.0587,80.74,48,0,2.73,clear sky
86,Zemio,CF,5.0314,25.1361,74.77,69,84,4.34,broken clouds
87,Ibiruba,BR,-28.6275,-53.0897,77.16,55,63,9.66,broken clouds
88,Bosaso,SO,11.2842,49.1816,75.94,80,15,4.16,few clouds
89,Nyurba,RU,63.2842,118.3319,-27.85,100,92,2.06,overcast clouds
90,Broken Hill,AU,-31.95,141.4333,82.11,24,82,11.5,broken clouds
91,Sur,OM,22.5667,59.5289,70.74,74,3,6.04,clear sky
92,Miranda,CO,3.2499,-76.2281,80.73,85,62,1.23,broken clouds
93,Puerto Ayora,EC,-0.7393,-90.3518,80.56,84,86,10.0,overcast clouds
94,Sitka,US,57.0531,-135.33,37.29,75,90,14.97,light rain
95,Busselton,AU,-33.65,115.3333,52.09,74,19,8.63,few clouds
96,Dikson,RU,73.5069,80.5464,-14.03,99,98,4.61,overcast clouds
97,Gat,IL,31.61,34.7642,58.08,100,100,6.24,overcast clouds
98,Hobart,AU,-42.8794,147.3294,81.1,77,20,8.05,few clouds
99,Pevek,RU,69.7008,170.3133,-20.47,97,80,2.17,broken clouds
100,Nguruka,TZ,-5.1092,31.0419,65.7,94,100,2.57,moderate rain
101,Zolotukhino,RU,52.0842,36.3772,28.47,98,100,11.74,overcast clouds
102,Cerro Cama,PA,9.03,-79.905,84.88,69,92,8.01,overcast clouds
103,Broome,US,42.2506,-75.833,51.71,74,75,0.0,broken clouds
104,Belaya Gora,RU,68.5333,146.4167,-32.03,98,100,4.63,overcast clouds
105,Ribeira Grande,PT,38.5167,-28.7,59.4,82,40,13.8,scattered clouds
106,Ambon,ID,-3.6954,128.1814,80.64,80,74,4.5,broken clouds
107,Olafsvik,IS,64.8945,-23.7142,33.76,67,100,19.01,overcast clouds
108,Cap Malheureux,MU,-19.9842,57.6142,75.69,75,19,1.99,few clouds
109,Spring Hill,US,28.4769,-82.5255,84.29,64,40,1.01,scattered clouds
110,Victoria,HK,22.2855,114.1577,63.32,83,65,5.01,broken clouds
111,Salalah,OM,17.0151,54.0924,77.09,78,75,5.75,broken clouds
112,Korla,CN,41.7597,86.1469,20.3,65,100,1.23,overcast clouds
113,Tshikapa,CD,-6.4167,20.8,68.86,97,87,0.96,overcast clouds
114,Tuktoyaktuk,CA,69.4541,-133.0374,-25.6,68,90,6.91,light snow
115,Boende,CD,-0.2167,20.8667,71.01,96,97,1.68,overcast clouds
116,Podosinovets,RU,60.2776,47.0659,14.56,94,100,10.22,overcast clouds
117,Pisco,PE,-13.7,-76.2167,75.25,64,0,21.85,clear sky
118,Lavrentiya,RU,65.5833,-171.0,-16.24,87,4,8.68,clear sky
119,Vila Franca Do Campo,PT,37.7167,-25.4333,61.21,80,56,16.67,broken clouds
120,Puerto El Triunfo,SV,13.2833,-88.55,97.66,57,25,6.17,scattered clouds
121,The Valley,AI,18.217,-63.0578,80.74,61,20,12.66,few clouds
122,Lagoa,PT,39.05,-27.9833,58.42,71,78,20.27,broken clouds
123,Alberton,CA,46.8168,-64.0654,32.13,85,78,1.48,broken clouds
124,Nikolskoye,RU,59.7035,30.7861,30.4,96,96,5.77,overcast clouds
125,Burnie,AU,-41.0667,145.9167,70.9,51,27,1.57,scattered clouds
126,Mahebourg,MU,-20.4081,57.7,75.49,78,40,3.44,light rain
127,Wagga Wagga,AU,-35.1167,147.3667,79.84,43,1,9.22,clear sky
128,Kavaratti,IN,10.5669,72.642,80.82,73,100,8.93,overcast clouds
129,Bambous Virieux,MU,-20.3428,57.7575,75.45,78,40,3.44,light rain
130,Talnakh,RU,69.4865,88.3972,-23.8,99,100,4.03,overcast clouds
131,Kaeo,NZ,-35.1,173.7833,77.32,60,2,3.13,clear sky
132,Saskylakh,RU,71.9167,114.0833,-45.42,98,99,3.69,overcast clouds
133,Castro,BR,-24.7911,-50.0119,63.95,94,36,4.52,scattered clouds
134,Arman,RU,59.7,150.1667,-5.26,78,100,9.08,overcast clouds
135,Taoudenni,ML,22.6783,-3.9836,70.63,16,0,10.4,clear sky
136,Grand Gaube,MU,-20.0064,57.6608,75.6,75,21,4.0,light rain
137,Perth,AU,-31.9333,115.8333,66.38,68,0,18.41,clear sky
138,Port Elizabeth,ZA,-33.918,25.5701,68.09,82,0,14.97,clear sky
139,Soe,ID,-9.8607,124.284,66.43,89,93,2.91,overcast clouds
140,Komsomolskiy,UZ,40.4272,71.7189,30.92,59,100,0.0,haze
141,La Primavera,CO,5.4906,-70.4092,85.84,49,100,6.78,overcast clouds
142,Padang,ID,-0.9492,100.3543,76.8,88,96,3.56,overcast clouds
143,Leningradskiy,RU,69.3833,178.4167,-24.2,94,30,6.13,scattered clouds
144,Itarema,BR,-2.9248,-39.9167,80.76,78,82,11.72,moderate rain
145,Laguna,US,38.421,-121.4238,55.06,58,1,4.0,clear sky
146,Kodiak,US,57.79,-152.4072,35.69,90,98,4.9,overcast clouds
147,Mezen,RU,65.8522,44.24,14.22,95,100,8.19,light snow
148,Dingle,PH,10.9995,122.6711,74.59,86,100,11.25,overcast clouds
149,Dzhebariki-Khaya,RU,62.2167,135.8,-44.64,100,74,0.72,broken clouds
150,Andapa,MG,-14.65,49.65,69.87,99,97,1.57,overcast clouds
151,Evensk,RU,61.95,159.2333,9.23,89,100,26.84,snow
152,Tiksi,RU,71.6872,128.8694,-34.76,99,95,3.2,overcast clouds
153,Baruun-Urt,MN,46.6806,113.2792,7.0,75,100,14.92,overcast clouds
154,Zhezkazgan,KZ,47.8043,67.7144,12.56,86,90,6.22,overcast clouds
155,Barrow,US,71.2906,-156.7887,-16.58,69,40,6.91,scattered clouds
156,Provideniya,RU,64.3833,-173.3,-6.16,78,7,5.46,clear sky
157,Chifeng,CN,42.2683,118.9636,17.51,46,43,5.35,scattered clouds
158,Maba,CN,24.6841,113.5984,55.0,66,99,2.13,overcast clouds
159,Guilin,CN,25.2819,110.2864,44.71,69,100,3.58,overcast clouds
160,Avarua,CK,-21.2078,-159.775,80.65,78,75,12.66,broken clouds
161,Meulaboh,ID,4.1363,96.1285,75.74,90,88,3.24,overcast clouds
162,Te Anau,NZ,-45.4167,167.7167,66.96,58,9,5.17,clear sky
163,Dakar,SN,14.6937,-17.4441,77.88,64,0,0.0,clear sky
164,Bairiki,KI,1.3292,172.9752,82.4,83,40,4.61,scattered clouds
165,La Asuncion,VE,11.0333,-63.8628,91.13,49,18,16.11,few clouds
166,Tuatapere,NZ,-46.1333,167.6833,58.82,77,96,5.28,overcast clouds
167,Isla Mujeres,MX,21.2311,-86.731,82.17,74,10,14.79,clear sky
168,Torbay,CA,47.6666,-52.7314,29.39,82,75,1.01,broken clouds
169,Campo De Criptana,ES,39.4046,-3.1249,50.99,47,1,2.95,clear sky
170,Norman Wells,CA,65.282,-126.8329,-41.76,66,20,3.44,few clouds
171,Adre,TD,13.4667,22.2,69.55,26,51,8.14,broken clouds
172,Nantucket,US,41.2835,-70.0995,47.03,89,90,3.44,mist
173,Whitehorse,CA,60.7161,-135.0538,5.77,84,75,18.99,broken clouds
174,Avera,US,33.194,-82.5271,76.51,84,98,9.95,overcast clouds
175,Poum,NC,-20.2333,164.0167,81.34,83,99,25.12,heavy intensity rain
176,Portree,GB,57.4129,-6.1942,51.85,97,100,7.94,light rain
177,Kruisfontein,ZA,-34.0033,24.7314,65.88,89,9,5.41,clear sky
178,Teya,RU,60.3778,92.6267,-9.33,97,100,3.89,overcast clouds
179,Yeppoon,AU,-23.1333,150.7333,80.38,73,14,15.57,few clouds
180,Marsabit,KE,2.3284,37.9899,66.79,61,37,7.05,scattered clouds
181,Bogo,PH,11.0517,124.0055,75.79,87,100,10.6,overcast clouds
182,Bilma,NE,18.6853,12.9164,63.97,33,0,10.33,clear sky
183,Ruston,US,32.5232,-92.6379,81.5,61,40,9.22,scattered clouds
184,Haradok,BY,55.4624,29.9816,32.85,99,100,4.0,overcast clouds
185,Beringovskiy,RU,63.05,179.3167,-14.93,95,52,6.38,broken clouds
186,Champerico,GT,14.3,-91.9167,90.14,62,1,9.69,clear sky
187,Baturaja,ID,-4.1333,104.1667,72.39,99,94,2.82,moderate rain
188,Sorland,NO,67.667,12.6934,34.02,57,100,24.09,overcast clouds
189,Wilmington,US,34.2257,-77.9447,69.01,76,49,7.67,scattered clouds
190,Vostok,RU,46.4856,135.8833,-19.84,98,100,3.96,overcast clouds
191,Inverell,AU,-29.7833,151.1167,69.67,78,100,3.0,overcast clouds
192,Tawang,IN,27.5833,91.8667,26.11,65,40,6.51,scattered clouds
193,Cidreira,BR,-30.1811,-50.2056,73.72,84,64,17.34,broken clouds
194,Phuket,TH,8.0,98.25,84.09,78,40,3.44,scattered clouds
195,Mweka,CD,-4.85,21.5667,66.61,99,62,1.48,broken clouds
196,Luau,AO,-10.7073,22.2247,63.0,95,57,0.51,broken clouds
197,Sulejowek,PL,52.2522,21.269,52.92,92,100,15.99,overcast clouds
198,Iberia,US,29.9502,-91.7507,80.06,73,75,13.8,broken clouds
199,Gornyak,RU,50.9942,81.4661,6.71,85,100,4.61,overcast clouds
200,Ormara,PK,25.2088,64.6357,71.49,42,29,6.08,scattered clouds
201,Guerrero Negro,MX,27.9769,-114.0611,64.54,56,0,24.81,clear sky
202,Lulea,SE,65.5842,22.1547,14.07,85,20,13.8,few clouds
203,Sibolga,ID,1.7427,98.7792,75.7,86,100,2.59,overcast clouds
204,Krasnoselkup,RU,65.7,82.4667,-33.05,100,80,6.49,broken clouds
205,Kubuta,SZ,-26.8833,31.4833,66.33,98,78,1.86,broken clouds
206,Carnarvon,AU,-24.8667,113.6333,73.47,83,40,16.11,scattered clouds
207,Pangnirtung,CA,66.1451,-65.7125,3.2,66,90,4.61,overcast clouds
208,Abonnema,NG,4.7084,6.7931,80.1,78,18,6.11,few clouds
209,Bowen,AU,-20.0167,148.2333,75.42,71,6,2.95,clear sky
210,Filingue,NE,14.3521,3.3168,72.16,13,21,9.91,few clouds
211,Arraial Do Cabo,BR,-22.9661,-42.0278,75.16,94,90,6.91,moderate rain
212,Miass,RU,55.045,60.1083,4.39,98,81,2.91,broken clouds
213,Kaka,TM,37.3482,59.6143,42.31,41,96,0.96,overcast clouds
214,Price,US,39.5994,-110.8107,32.11,64,90,10.36,light snow
215,Viedma,AR,-40.8135,-62.9967,85.6,10,9,12.1,clear sky
216,Athabasca,CA,54.7169,-113.2854,-14.98,94,62,3.74,broken clouds
217,Tasiilaq,GL,65.6145,-37.6368,15.96,56,13,4.34,few clouds
218,Mount Gambier,AU,-37.8333,140.7667,62.51,88,100,9.22,overcast clouds
219,Shirokiy,RU,49.758,129.523,-37.7,100,13,1.74,few clouds
220,Luderitz,NA,-26.6481,15.1594,60.94,84,0,11.54,clear sky
221,Jiaozuo,CN,35.2397,113.2331,36.81,24,96,6.51,overcast clouds
222,Matara,LK,5.9485,80.5353,74.43,91,84,9.48,broken clouds
223,Karera,IN,25.4667,78.15,53.46,74,80,2.08,broken clouds
224,San Francisco,US,37.7749,-122.4194,56.08,62,20,1.01,few clouds
225,Antofagasta,CL,-23.65,-70.4,69.08,73,5,8.7,clear sky
226,Mincivan,AZ,39.0294,46.7185,39.0,43,9,9.35,clear sky
227,Ulladulla,AU,-35.35,150.4667,76.87,63,2,9.28,clear sky
228,Palmer,US,42.1584,-72.3287,48.47,85,90,4.0,overcast clouds
229,Bow Island,CA,49.8668,-111.3684,-5.42,67,22,0.0,few clouds
230,Huilong,CN,31.8111,121.655,42.98,70,100,6.98,overcast clouds
231,Hobyo,SO,5.3505,48.5268,78.13,74,70,16.69,broken clouds
232,Vila Velha,BR,-20.3297,-40.2925,76.95,94,90,5.01,light rain
233,Inuvik,CA,68.3499,-133.7218,-28.19,68,75,2.3,light snow
234,Ostrovnoy,RU,68.0531,39.5131,19.69,95,100,2.89,light snow
235,Srednekolymsk,RU,67.45,153.6833,-47.22,100,75,0.72,broken clouds
236,Namibe,AO,-15.1961,12.1522,71.78,66,19,6.71,few clouds
237,Severo-Kurilsk,RU,50.6789,156.125,24.73,79,81,4.99,broken clouds
238,Lompoc,US,34.6391,-120.4579,61.57,69,75,16.11,broken clouds
239,East London,ZA,-33.0153,27.9116,68.52,87,91,14.81,light rain
240,Pozo Colorado,PY,-23.4923,-58.7972,103.41,16,0,8.14,clear sky
241,Batticaloa,LK,7.7102,81.6924,76.64,88,95,7.25,overcast clouds
242,Tutoia,BR,-2.7619,-42.2744,84.18,88,94,8.37,moderate rain
243,San Patricio,US,28.017,-97.5169,91.38,62,0,20.15,clear sky
244,Carutapera,BR,-1.195,-46.02,76.96,92,100,5.88,moderate rain
245,Luganville,VU,-15.5333,167.1667,85.12,77,99,7.38,heavy intensity rain
246,Sioux Lookout,CA,50.1001,-91.917,-9.02,70,20,8.05,few clouds
247,Namatanai,PG,-3.6667,152.4333,82.69,78,100,7.83,light rain
248,Kapoeta,SS,4.7717,33.5903,83.89,30,21,9.35,few clouds
249,Cerritos,US,33.8583,-118.0648,65.68,76,75,5.01,broken clouds
250,Qaqortoq,GL,60.7167,-46.0333,14.5,58,72,7.67,broken clouds
251,Kutum,SD,14.2,24.6667,64.18,23,100,6.64,overcast clouds
252,Tamasopo,MX,21.9333,-99.4833,81.81,27,0,4.09,clear sky
253,Linxia,CN,35.6003,103.2064,22.57,59,0,4.09,clear sky
254,Reshetnikovo,RU,56.45,36.5667,30.69,96,100,7.27,light snow
255,Atar,MR,20.5169,-13.0499,72.3,18,0,7.83,clear sky
256,Isangel,VU,-19.55,169.2667,86.11,84,75,4.61,broken clouds
257,Sovetskiy,RU,61.3614,63.5842,2.57,97,98,4.88,overcast clouds
258,Piney Green,US,34.716,-77.3202,71.78,84,1,11.5,clear sky
259,Pacifica,US,37.6138,-122.4869,55.27,68,20,3.0,few clouds
260,Pochutla,MX,15.7432,-96.4661,86.83,46,1,8.66,clear sky
261,Raudeberg,NO,61.9875,5.1352,38.07,60,81,7.58,broken clouds
262,Denpasar,ID,-8.65,115.2167,80.26,88,40,9.22,scattered clouds
263,Geraldton,AU,-28.7667,114.6,66.61,88,75,3.44,broken clouds
264,Huntingdon,GB,52.3305,-0.1865,54.79,91,99,5.99,overcast clouds
265,Verkhnyaya Sinyachikha,RU,57.976,61.6673,11.1,96,80,5.55,broken clouds
266,Warrington,GB,53.3925,-2.5802,56.08,90,40,13.8,scattered clouds
267,San Martin,AR,-33.081,-68.4681,91.94,14,0,6.38,clear sky
268,Vestmannaeyjar,IS,63.4427,-20.2734,37.47,78,100,26.91,light rain
269,Chippewa Falls,US,44.9369,-91.3929,24.98,78,90,8.05,overcast clouds
270,Rosarito,MX,32.3333,-117.0333,59.59,79,73,17.4,broken clouds
271,Beira,MZ,-19.8436,34.8389,80.67,81,100,7.61,overcast clouds
272,Houma,US,29.5958,-90.7195,82.99,85,75,12.66,broken clouds
273,Riyadh,SA,24.6877,46.7219,57.34,82,18,8.59,few clouds
274,Campbell River,CA,50.0163,-125.2446,30.45,93,75,3.44,broken clouds
275,Kristiansund,NO,63.1115,7.732,34.45,93,90,5.75,light rain
276,Ukiah,US,39.1502,-123.2078,52.63,60,90,10.36,overcast clouds
277,Mahibadhoo,MV,3.7833,72.9667,81.09,77,41,8.88,scattered clouds
278,Hegang,CN,47.4,130.3667,-23.85,92,5,4.34,clear sky
279,Fethiye,TR,36.6217,29.1164,51.67,73,18,5.53,few clouds
280,Sao Joao Da Barra,BR,-21.6403,-41.0511,78.89,91,100,15.99,heavy intensity rain
281,Makakilo City,US,21.3469,-158.0858,75.69,85,90,9.22,light rain
282,Maceio,BR,-9.6658,-35.7353,81.84,78,20,12.66,few clouds
283,Phalodi,IN,27.1333,72.3667,57.2,30,91,7.18,overcast clouds
284,Ilulissat,GL,69.2167,-51.1,15.82,35,100,12.66,overcast clouds
285,Mount Isa,AU,-20.7333,139.5,87.57,45,6,6.91,clear sky
286,Kirakira,SB,-10.4544,161.9205,82.62,81,100,2.62,heavy intensity rain
287,Kota Kinabalu,MY,5.9749,116.0724,73.38,100,20,3.44,few clouds
288,Roald,NO,62.5833,6.1333,36.91,93,93,6.91,overcast clouds
289,Doha,QA,25.2867,51.5333,66.18,85,0,12.66,clear sky
290,Sao Jose Da Coroa Grande,BR,-8.8978,-35.1478,79.79,76,24,11.65,few clouds
291,Bhola,BD,22.6833,90.65,63.03,70,0,10.42,clear sky
292,Hami,CN,42.8,93.45,18.18,60,11,3.49,few clouds
293,Salyan,AZ,39.5936,48.9805,40.86,78,7,5.06,clear sky
294,Fairbanks,US,64.8378,-147.7164,1.36,69,90,0.0,overcast clouds
295,Williams Lake,CA,52.1415,-122.1445,-6.23,77,40,8.05,scattered clouds
296,Saint-Pierre,RE,-21.3393,55.4781,74.88,64,0,6.91,clear sky
297,La Reforma,MX,25.0833,-108.05,75.15,82,100,13.24,overcast clouds
298,Blenheim,NZ,-41.516,173.9528,80.42,52,2,3.0,clear sky
299,Rivadavia,AR,-33.1905,-68.4608,91.87,14,0,7.36,clear sky
300,Maniitsoq,GL,65.4167,-52.9,15.01,68,97,7.81,overcast clouds
301,Hamilton,US,39.1834,-84.5333,59.99,86,75,1.99,broken clouds
302,Longyearbyen,SJ,78.2186,15.6401,12.04,57,0,12.66,clear sky
303,Chuy,UY,-33.6971,-53.4616,74.61,74,34,11.45,scattered clouds
304,General Roca,AR,-39.0333,-67.5833,89.62,9,0,27.87,clear sky
305,Opuwo,NA,-18.0607,13.84,71.76,33,61,5.59,broken clouds
306,Bayan,CN,46.0833,127.4,-19.08,98,30,3.38,scattered clouds
307,Certegui,CO,5.3707,-76.6044,82.38,95,94,3.29,moderate rain
308,Isola Del Liri,IT,41.6862,13.5823,55.51,76,4,4.97,clear sky
309,Coahuayana,MX,18.7333,-103.6833,83.79,51,0,6.82,clear sky
310,Qui Nhon,VN,13.7667,109.2333,72.0,89,71,12.75,broken clouds
311,Pingliang,CN,35.5392,106.6861,28.06,27,2,3.53,clear sky
312,Saint George,US,37.1041,-113.5841,50.59,73,90,5.01,overcast clouds
313,Lunas,PH,10.6402,123.7525,77.02,88,100,8.79,overcast clouds
314,Pemangkat,ID,1.1667,108.9667,76.3,90,100,4.56,overcast clouds
315,Saint Pete Beach,US,27.7253,-82.7412,83.19,75,1,1.01,clear sky
316,Tamandare,BR,-8.7597,-35.1047,79.65,76,20,10.63,few clouds
317,Hithadhoo,MV,-0.6,73.0833,81.25,73,6,8.7,clear sky
318,Malinovoye Ozero,RU,51.6753,79.7825,7.56,81,100,7.16,overcast clouds
319,Conway,US,35.0887,-92.4421,69.78,88,75,5.75,mist
320,Riachao Do Jacuipe,BR,-11.8069,-39.3856,80.26,59,91,9.51,overcast clouds
321,Road Town,VG,18.4167,-64.6167,80.69,65,40,12.66,scattered clouds
322,Samarai,PG,-10.6167,150.6667,82.67,74,99,8.86,overcast clouds
323,Holetown,BB,13.1867,-59.6381,81.16,68,0,16.49,clear sky
324,Sao Filipe,CV,14.8961,-24.4956,77.32,60,85,8.52,overcast clouds
325,Jalu,LY,29.0331,21.5482,57.79,72,20,19.01,few clouds
326,Havoysund,NO,70.9963,24.6622,27.48,51,99,13.49,light snow
327,Bengkulu,ID,-3.8004,102.2655,74.84,89,100,4.05,moderate rain
328,Solnechnyy,RU,50.7214,136.6319,-4.16,87,92,2.59,overcast clouds
329,Honningsvag,NO,70.9821,25.9704,31.42,48,100,19.08,overcast clouds
330,Aksu,CN,41.1231,80.2644,18.81,74,48,1.34,scattered clouds
331,Shache,CN,38.4167,77.2406,20.25,58,47,0.47,scattered clouds
332,Chongwe,ZM,-15.3292,28.682,65.34,91,61,1.63,moderate rain
333,Massape,BR,-3.5228,-40.3428,80.24,73,87,5.39,moderate rain
